,Gray Whales,Fin Whales,Humpback Whales,Blue Whales,Minke Whales,False Killer Whales,Orca Whales,Sei Whales,Temp
Day 3809,0,1,2,6,0,0,0,0,8.5
Day 3810,0,2,0,0,0,0,0,0,8.7
Day 3811,0,3,0,0,2,0,0,0,8.9
Day 3812,0,0,0,3,0,0,0,0,8.6
Day 3813,0,2,0,2,0,0,0,0,8.4
Day 3814,0,0,0,0,0,0,0,0,8.6
Day 3815,0,2,0,0,0,0,0,0,8.5
Day 3816,0,0,0,0,0,0,0,0,8.7
Day 3817,0,0,0,0,0,0,0,0,8.9
Day 3818,0,0,0,2,0,0,0,0,8.9
Day 3819,0,0,0,2,0,0,0,0,9
Day 3820,0,0,0,6,1,0,0,0,9.5
Day 3821,0,0,0,0,0,0,0,0,9.4
Day 3822,0,0,3,0,1,0,0,0,10
Day 3823,0,2,1,0,0,0,0,0,10.6
Day 3824,0,0,6,0,0,0,0,0,10.7
Day 3825,0,2,3,2,5,0,0,0,10.5
Day 3826,0,1,0,1,0,0,0,0,10.3
Day 3827,0,0,0,5,0,0,0,0,10.2
Day 3828,0,0,2,0,0,0,0,0,9.8
Day 3829,0,0,4,0,1,0,0,0,9.6
Day 3830,0,0,0,6,0,0,0,0,10.1
Day 3831,0,0,0,4,0,0,0,0,10.3
Day 3832,0,0,0,1,0,0,0,0,10.3
Day 3833,0,0,0,2,0,0,0,0,10.4
Day 3834,0,2,1,2,0,0,0,0,11
Day 3835,0,0,0,1,4,0,0,0,12.7
Day 3836,0,0,2,3,4,0,0,0,11.7
Day 3837,0,10,0,9,0,0,0,0,10.8
Day 3838,0,0,2,4,3,0,0,0,10.5
Day 3839,0,1,1,0,2,0,0,0,10.7
Day 3840,0,0,1,3,0,0,0,0,10.6
Day 3841,0,0,0,11,1,0,0,0,10.1
Day 3842,0,0,1,7,2,0,0,0,10.3
Day 3843,0,2,1,16,3,0,0,0,10.4
Day 3844,0,0,0,57,0,0,0,0,11.2
Day 3845,0,0,0,29,1,0,0,0,11
Day 3846,0,6,1,31,1,0,0,0,11.2
Day 3847,0,0,3,18,1,0,0,0,10.9
Day 3848,0,0,0,15,0,0,0,0,11.2
Day 3849,0,2,0,1,0,0,0,0,11.5
Day 3850,0,0,0,7,6,0,0,0,11.3
Day 3851,0,0,0,11,2,0,0,0,11.6
Day 3852,0,0,0,5,1,0,0,0,11.9
Day 3853,0,0,0,2,3,0,0,0,12
Day 3854,0,0,0,1,2,0,0,0,12.1
Day 3855,0,0,6,2,17,0,0,0,11.9
Day 3856,0,0,1,9,0,0,0,0,12
Day 3857,0,0,0,19,1,0,0,0,11.7
Day 3858,0,0,11,0,4,0,0,0,11.6
Day 3859,0,1,10,0,1,0,0,0,11.7
Day 3860,0,0,2,0,1,0,0,0,11.1
Day 3861,0,0,10,0,0,0,0,0,11.3
Day 3862,0,1,2,2,4,0,0,0,11
Day 3863,0,0,0,12,1,0,0,0,12
Day 3864,0,0,0,9,1,0,0,0,12
Day 3865,0,0,2,3,1,0,0,0,12.6
Day 3866,1,0,0,12,0,0,0,0,13.8
Day 3867,0,0,0,3,1,0,0,0,14.6
Day 3868,0,0,0,8,1,0,0,0,12.9
Day 3869,0,0,0,7,0,0,0,0,12.4
Day 3870,0,0,3,0,0,0,0,0,13.1
Day 3871,0,0,1,0,0,0,0,0,13.4
Day 3872,0,0,0,0,3,0,0,0,13.3
Day 3873,0,1,0,0,8,0,0,0,13.5
Day 3874,0,0,3,2,2,0,0,0,13.4
Day 3875,0,0,0,0,0,0,0,0,13.1
Day 3876,0,0,0,1,1,0,0,0,13.5
Day 3877,0,0,0,0,0,0,0,0,13.3
Day 3878,0,0,0,7,0,0,0,0,13.4
Day 3879,0,3,0,1,0,0,0,0,13.2
Day 3880,0,0,0,19,0,0,0,0,13.3
Day 3881,0,0,0,23,2,0,0,0,13.5
Day 3882,0,2,0,17,0,0,0,0,13.5
Day 3883,0,1,0,20,0,0,0,0,13.5
Day 3884,0,0,1,10,0,0,0,0,13.6
Day 3885,0,0,2,5,0,0,0,0,13.8
Day 3886,0,1,0,10,0,0,0,0,13.5
Day 3887,0,0,0,13,0,0,0,0,13.5
Day 3888,0,0,2,9,1,0,0,0,13.4
Day 3889,0,0,3,4,1,0,0,0,13.5
Day 3890,0,0,0,5,0,0,0,0,13.3
Day 3891,0,0,0,2,0,0,0,0,13.4
Day 3892,0,0,0,2,0,0,0,0,13.3
Day 3893,0,0,0,1,0,0,0,0,13.4
Day 3894,0,0,0,7,0,0,0,0,13.2
Day 3895,0,0,1,9,1,0,0,0,12.6
Day 3896,0,0,0,2,0,0,0,0,12.8
Day 3897,0,0,3,4,0,0,0,0,12.8
Day 3898,0,0,0,3,0,0,0,0,12.8
Day 3899,0,0,0,1,0,0,0,0,12.9
Day 3900,0,0,2,0,2,0,0,0,13.2
Day 3901,0,0,0,5,0,0,0,0,13.4
Day 3902,0,0,2,4,0,0,0,0,13
Day 3903,0,0,0,5,0,0,0,0,12.9
Day 3904,0,0,1,0,0,0,0,0,12.8
Day 3905,0,0,0,2,0,0,0,0,13
Day 3906,1,0,0,0,9,0,0,0,12.8
Day 3907,0,0,0,0,9,0,0,0,12.7
Day 3908,0,0,0,0,2,0,0,0,12.5
Day 3909,0,0,1,0,0,0,0,0,11.7
Day 3910,0,0,0,0,0,0,0,0,12.5
Day 3911,0,0,1,0,1,0,0,0,11.8
Day 3912,0,0,0,0,0,0,0,0,11.6
Day 3913,0,0,1,0,4,0,0,0,11.2
Day 3914,0,0,0,0,4,0,0,0,12.2
Day 3915,0,0,2,0,0,0,0,0,12.3
Day 3916,0,0,3,1,0,0,0,0,11.8
Day 3917,0,0,0,0,0,0,0,0,12
Day 3918,0,0,0,0,0,0,0,0,11.7
Day 3919,0,0,2,0,0,0,0,0,10.9
Day 3920,0,0,0,0,0,0,0,0,11.3
Day 3921,0,0,0,0,0,0,0,0,11.1
Day 3922,0,0,0,0,0,0,0,0,11.2
Day 3923,0,0,3,0,0,0,0,0,11.3
Day 3924,0,0,3,0,0,0,0,0,11.5
Day 3925,0,0,2,0,0,0,0,0,11
Day 3926,0,0,0,0,0,0,0,0,11
Day 3927,0,0,1,0,0,0,0,0,11.1
Day 3928,0,0,0,0,0,0,0,0,11
Day 3929,0,0,5,0,1,0,0,0,10.7
Day 3930,0,0,7,0,2,0,0,0,10.7
Day 3931,0,0,1,0,1,0,0,0,10.8
Day 3932,0,0,0,0,0,0,0,0,10.5
Day 3933,0,0,1,0,0,0,0,0,10.5
Day 3934,0,0,1,0,3,0,0,0,10.6
Day 3935,0,1,0,0,0,0,0,0,10.5
Day 3936,0,0,7,0,0,0,0,0,10.5
Day 3937,0,0,3,0,0,0,0,0,10.6
Day 3938,0,0,0,0,0,0,0,0,10.1
Day 3939,0,0,0,0,0,0,0,0,10.3
Day 3940,0,0,0,0,0,0,0,0,10.2
Day 3941,0,0,0,0,0,0,0,0,9.8
Day 3942,0,0,0,0,0,0,0,0,9.4
Day 3943,0,0,6,0,0,0,0,0,9.6
Day 3944,0,0,0,0,0,0,0,0,9.2
Day 3945,0,0,0,0,0,0,0,0,9.4
Day 3946,0,0,3,0,0,0,0,0,9.6
Day 3947,0,0,0,0,0,0,0,0,9.4
Day 3948,0,0,2,0,0,0,0,0,9.5
Day 3949,0,0,0,1,0,0,0,0,9.5
Day 3950,0,0,0,0,0,0,0,0,9.1
Day 3951,0,0,0,0,0,0,0,0,9.3
Day 3952,0,0,0,0,0,0,0,0,9.6
Day 3953,0,0,1,0,1,0,0,0,9.7
Day 3954,0,0,0,0,0,0,0,0,9.5
Day 3955,0,0,0,0,0,0,0,0,9.2
Day 3956,0,0,0,0,0,0,0,0,9.1
Day 3957,0,0,2,0,0,0,0,0,8.7
Day 3958,0,0,0,0,0,0,0,0,8.7
Day 3959,0,0,1,0,0,0,0,0,8.8
Day 3960,0,0,0,0,0,0,0,0,8.6
Day 3961,0,0,0,0,0,0,0,0,8.6
Day 3962,0,0,0,0,1,0,0,0,8.6
Day 3963,0,0,4,0,0,0,0,0,8.4
Day 3964,0,0,0,0,0,0,0,0,8.2
Day 3965,0,0,1,0,0,0,0,0,8.2
Day 3966,0,0,1,0,0,0,0,0,8.1
Day 3967,0,0,0,0,0,0,0,0,8
Day 3968,0,0,0,0,0,0,0,0,7.9
Day 3969,0,0,2,0,0,0,0,0,7.8
Day 3970,0,0,0,0,0,0,0,0,7.7
Day 3971,0,0,1,0,0,0,0,0,7.4
Day 3972,0,0,0,0,0,0,0,0,7.1
Day 3973,0,0,0,0,0,0,0,0,7
Day 3974,0,0,0,0,1,0,0,0,7
Day 3975,0,0,0,0,0,0,0,0,7.1
Day 3976,0,0,1,0,0,0,0,0,7.1
Day 3977,0,0,1,0,0,0,0,0,7.1
Day 3978,0,0,2,0,0,0,0,0,7
Day 3979,0,0,1,0,0,0,0,0,7
Day 3980,0,0,0,0,0,0,0,0,6.8
Day 3981,0,0,3,0,0,0,0,0,6.8
Day 3982,0,0,0,0,0,0,0,0,6.8
Day 3983,0,0,0,0,0,0,0,0,6.6
Day 3984,0,2,0,0,0,0,0,0,6.6
Day 3985,0,0,4,0,0,0,0,0,6.6
Day 3986,0,0,0,0,0,0,0,0,6.6
Day 3987,0,0,0,0,0,0,0,0,6.6
Day 3988,1,0,0,0,0,0,0,0,6.7
Day 3989,0,0,0,0,0,0,0,0,6.6
Day 3990,1,0,0,0,0,0,0,0,6.4
Day 3991,0,0,0,0,0,0,0,0,6.5
Day 3992,0,0,0,0,0,0,0,0,6.5
Day 3993,0,0,0,0,0,0,0,0,6.6
Day 3994,0,0,0,0,1,0,0,0,6.4
Day 3995,0,0,0,0,0,0,0,0,6.3
Day 3996,0,0,1,0,0,0,0,0,6.3
Day 3997,0,0,0,0,0,0,0,0,6.3
Day 3998,0,0,0,0,0,0,0,0,6.3
Day 3999,0,0,0,0,0,0,0,0,6.1
Day 4000,0,0,0,0,0,0,0,0,6.1
Day 4001,0,0,0,0,0,0,0,0,6
Day 4002,1,0,0,0,0,0,0,0,6.1
Day 4003,0,0,0,0,1,0,0,0,6.1
Day 4004,1,0,0,0,0,0,0,0,6
Day 4005,0,0,0,0,0,0,0,0,6
Day 4006,2,0,0,0,0,0,0,0,5.9
Day 4007,1,0,0,0,0,0,0,0,6
Day 4008,6,0,0,0,0,0,0,0,5.9
Day 4009,0,0,0,0,0,0,0,0,5.9
Day 4010,0,0,0,0,0,0,0,0,5.8
Day 4011,1,0,0,0,0,0,0,0,5.7
Day 4012,0,0,0,0,0,0,0,0,5.5
Day 4013,1,0,1,0,0,0,0,0,5.7
Day 4014,2,0,0,0,0,0,0,0,5.6
Day 4015,1,0,2,0,0,0,0,0,5.7
Day 4016,2,0,0,0,0,0,0,0,5.6
Day 4017,3,0,0,0,0,0,0,0,5.5
Day 4018,4,0,1,0,0,0,0,0,5.4
Day 4019,7,0,0,0,0,0,0,0,5.3
Day 4020,12,0,0,0,0,0,0,0,5.3
Day 4021,3,0,1,0,0,0,0,0,5.4
Day 4022,6,0,0,0,0,0,0,0,5.5
Day 4023,0,0,0,0,0,0,0,0,5.4
Day 4024,0,0,0,0,0,0,0,0,5.5
Day 4025,0,0,1,0,0,0,0,0,5.9
Day 4026,4,0,0,0,0,0,0,0,5.5
Day 4027,4,0,0,0,0,0,0,0,5.6
Day 4028,1,0,0,0,0,0,0,0,6
Day 4029,2,0,0,0,0,0,0,0,5.6
Day 4030,8,0,0,0,0,0,0,0,5.6
Day 4031,2,0,0,0,0,0,0,0,5.7
Day 4032,3,0,0,0,0,0,0,0,5.8
Day 4033,3,0,0,0,0,0,0,0,5.3
Day 4034,6,0,1,0,0,0,0,0,5.3
Day 4035,4,0,0,0,0,0,0,0,5.3
Day 4036,7,0,0,0,0,0,0,0,5.1
Day 4037,1,0,0,0,0,0,0,0,5.2
Day 4038,7,0,0,0,0,0,0,0,5.2
Day 4039,0,0,0,0,0,0,0,0,5.4
Day 4040,5,0,0,0,0,0,0,0,5.3
Day 4041,14,0,0,0,0,0,0,0,5.5
Day 4042,13,0,0,0,0,0,0,0,5.7
Day 4043,15,0,0,0,0,0,0,0,5.6
Day 4044,8,0,0,0,0,0,0,0,5.7
Day 4045,7,0,0,0,0,0,0,0,5.6
Day 4046,10,0,0,0,0,0,0,0,5.5
Day 4047,16,0,0,0,0,0,0,0,5.7
Day 4048,10,0,0,0,0,0,0,0,5.6
Day 4049,3,0,1,0,0,0,0,0,5.6
Day 4050,0,0,0,0,0,0,0,0,5.6
Day 4051,11,0,0,0,0,0,0,0,5.6
Day 4052,16,0,0,0,0,0,0,0,0
Day 4053,10,0,0,0,0,0,0,0,0
Day 4054,15,0,0,0,0,0,0,0,0
Day 4055,15,0,0,0,0,0,0,0,0
Day 4056,9,0,0,0,0,0,0,0,0
Day 4057,6,0,0,0,0,0,0,0,0
Day 4058,6,0,0,0,0,0,0,0,0
Day 4059,8,0,0,0,0,0,0,0,0
Day 4060,15,0,0,0,0,0,0,0,0
Day 4061,7,0,0,0,0,0,0,0,0
Day 4062,28,0,0,0,0,0,0,0,0
Day 4063,18,1,0,0,0,0,0,0,0
Day 4064,17,0,6,0,0,0,0,0,0
Day 4065,8,0,1,0,0,0,0,0,0
Day 4066,6,1,1,0,0,0,0,0,0
Day 4067,4,0,3,0,0,0,0,0,0
Day 4068,10,0,0,0,0,0,0,0,0
Day 4069,18,0,0,0,0,0,0,0,0
Day 4070,37,1,1,0,0,0,0,0,0
Day 4071,3,0,0,0,0,0,0,0,0
Day 4072,10,3,4,0,0,0,0,0,0
Day 4073,2,1,1,0,0,0,0,0,0
Day 4074,7,3,1,0,0,0,0,0,0
Day 4075,20,0,0,0,0,0,0,0,0
Day 4076,19,0,0,0,0,0,0,0,0
Day 4077,46,0,0,0,0,0,0,0,0
Day 4078,19,3,1,0,0,0,0,0,0
Day 4079,23,0,0,0,0,0,0,0,0
Day 4080,32,1,3,0,0,0,0,0,0
Day 4081,36,0,0,0,0,0,0,0,0
Day 4082,59,0,2,0,0,0,0,0,0
Day 4083,43,0,8,0,0,0,0,0,0
Day 4084,18,0,0,0,0,0,0,0,0
Day 4085,0,0,0,0,0,0,0,0,0
Day 4086,31,1,0,0,0,0,0,0,0
Day 4087,21,0,2,0,0,0,0,0,0
Day 4088,12,0,1,0,0,0,0,0,0
Day 4089,6,0,0,0,0,0,0,0,0
Day 4090,32,0,4,0,0,0,0,0,0
Day 4091,20,0,0,0,0,0,0,0,0
Day 4092,7,1,0,0,0,0,0,0,0
Day 4093,25,2,0,0,0,0,0,0,0
Day 4094,10,0,1,0,0,0,0,0,0
Day 4095,4,3,1,0,0,0,0,0,0
Day 4096,20,12,1,0,0,0,0,0,0
Day 4097,27,1,0,0,1,40,0,0,0
Day 4098,28,0,0,0,0,0,0,0,0
Day 4099,23,0,0,0,0,0,0,0,0
Day 4100,13,0,0,0,0,0,0,0,0
Day 4101,27,1,2,0,0,0,0,0,0
Day 4102,29,3,8,0,1,0,0,0,0
Day 4103,35,1,1,0,0,0,0,0,0
Day 4104,18,23,0,0,4,0,0,0,0
Day 4105,0,0,0,0,0,0,0,0,0
Day 4106,9,3,1,0,0,0,0,0,0
Day 4107,4,0,3,0,0,0,0,0,0
Day 4108,1,8,0,0,0,0,0,0,0
Day 4109,14,0,0,3,0,0,0,0,0
Day 4110,6,0,3,0,0,0,0,0,0
Day 4111,4,6,2,0,0,0,0,0,0
Day 4112,3,1,4,0,0,0,0,0,0
Day 4113,0,5,7,0,4,0,0,0,0
Day 4114,0,16,5,0,2,0,0,0,0
Day 4115,5,5,3,0,0,0,0,0,0
Day 4116,0,2,1,0,0,0,0,0,0
Day 4117,2,5,0,0,0,0,0,0,0
Day 4118,2,3,2,0,0,0,0,0,0
Day 4119,0,2,2,0,1,0,0,0,0
Day 4120,4,0,0,0,0,0,0,0,0
Day 4121,4,0,2,0,0,0,0,0,0
Day 4122,6,1,0,0,0,0,0,0,0
Day 4123,12,1,0,0,0,0,0,0,0
Day 4124,0,8,0,0,0,0,0,0,0
Day 4125,8,8,0,0,0,15,0,0,0
Day 4126,16,1,0,2,1,0,0,0,0
Day 4127,2,0,0,5,0,0,0,0,0
Day 4128,6,3,1,1,0,0,0,0,0
Day 4129,4,0,0,0,0,0,0,0,0
Day 4130,18,0,0,0,0,0,0,0,0
Day 4131,4,2,1,0,0,0,0,0,0
Day 4132,10,1,0,0,0,0,0,0,0
Day 4133,9,2,3,0,0,0,0,0,0
Day 4134,6,0,0,0,0,0,0,0,0
Day 4135,4,0,0,0,0,0,0,0,0
Day 4136,2,2,0,0,0,0,0,0,0
Day 4137,0,4,0,0,0,0,0,0,0
Day 4138,4,2,0,0,0,0,0,0,0
Day 4139,14,2,1,0,1,0,0,0,0
Day 4140,10,1,2,0,0,0,0,0,0
Day 4141,0,0,0,0,0,0,0,0,0
Day 4142,3,0,0,0,0,0,0,0,0
Day 4143,2,0,2,0,0,0,0,0,0
Day 4144,30,0,0,0,0,0,0,0,0
Day 4145,4,0,0,0,0,0,0,0,0
Day 4146,2,1,2,0,1,0,0,0,0
Day 4147,25,0,6,0,0,0,0,0,0
Day 4148,6,2,0,0,0,0,0,0,0
Day 4149,4,9,5,0,0,0,0,0,0
Day 4150,2,2,1,0,0,0,0,0,0
Day 4151,14,0,0,0,0,0,0,0,0
Day 4152,2,0,0,0,0,0,0,0,0
Day 4153,2,0,0,0,1,0,0,0,0
Day 4154,0,1,3,0,0,0,0,0,0
Day 4155,0,0,2,1,0,0,0,0,0
Day 4156,0,0,6,0,0,0,0,0,0
Day 4157,0,0,1,0,0,0,0,0,0
Day 4158,0,0,4,0,0,0,0,0,0
Day 4159,2,0,3,1,0,0,0,0,0
Day 4160,0,0,8,5,0,0,0,0,0
Day 4161,0,0,12,0,0,0,0,0,0
Day 4162,0,0,2,0,0,0,0,0,0
Day 4163,0,0,3,0,1,0,0,0,0
Day 4164,0,0,0,0,0,0,0,0,0
Day 4165,0,0,1,0,1,0,0,0,0
Day 4166,0,0,1,0,0,0,0,0,0
Day 4167,0,0,3,0,2,0,0,0,0
Day 4168,0,0,16,0,1,0,0,0,0
Day 4169,0,0,2,0,0,0,0,0,0
Day 4170,0,0,1,0,1,0,0,0,0
Day 4171,0,0,1,0,0,0,0,0,0
Day 4172,0,0,5,0,0,0,0,0,0
Day 4173,0,0,0,2,3,0,0,0,0
Day 4174,0,0,3,0,0,0,0,0,0
Day 4175,0,0,1,0,0,0,0,0,0
Day 4176,0,1,2,0,0,0,0,0,0
Day 4177,0,0,0,0,0,0,0,0,0
Day 4178,0,0,2,0,0,0,0,0,0
Day 4179,0,0,2,0,0,0,0,0,0
Day 4180,0,0,1,0,0,0,0,0,0
Day 4181,0,0,1,0,0,0,0,0,0
Day 4182,0,0,0,0,5,0,0,0,0
Day 4183,0,0,0,1,6,0,0,0,0
Day 4184,0,0,0,0,0,0,0,0,0
Day 4185,0,1,6,0,1,0,0,0,0
Day 4186,0,0,3,0,2,0,0,0,0
Day 4187,0,0,3,0,1,0,0,0,0
Day 4188,0,0,6,0,0,0,0,0,0
Day 4189,0,0,8,0,0,0,0,0,0
Day 4190,0,0,9,0,0,0,0,0,0
Day 4191,0,0,26,0,0,0,0,0,0
Day 4192,0,0,20,0,0,0,0,0,0
Day 4193,0,0,4,0,3,0,0,0,0
Day 4194,0,0,0,6,0,0,0,0,0
Day 4195,0,0,0,5,0,0,0,0,0
Day 4196,0,0,2,0,2,0,0,0,0
Day 4197,0,0,0,0,0,0,0,0,0
Day 4198,0,0,1,2,1,0,0,0,0
Day 4199,0,2,0,8,0,0,0,0,0
Day 4200,0,0,2,5,0,0,0,0,0
Day 4201,0,0,8,0,0,0,0,0,0
Day 4202,0,0,1,11,0,0,0,0,0
Day 4203,0,0,0,15,0,0,0,0,0
Day 4204,0,0,0,4,0,0,0,0,0
Day 4205,0,0,0,0,0,0,0,0,0
Day 4206,0,0,0,0,0,0,0,0,0
Day 4207,0,0,1,0,0,0,0,0,0
Day 4208,0,0,0,0,2,0,0,0,0
Day 4209,0,0,0,0,2,0,0,0,0
Day 4210,0,0,0,0,0,0,0,0,0
Day 4211,0,0,0,0,0,0,0,0,0
Day 4212,0,0,1,0,0,0,0,0,0
Day 4213,0,0,3,5,1,0,0,0,0
Day 4214,0,0,0,6,0,0,0,0,0
Day 4215,0,0,2,4,0,0,0,0,0
Day 4216,0,0,3,10,0,0,0,0,0
Day 4217,0,0,5,2,0,0,0,0,0
Day 4218,0,0,1,0,0,0,0,0,0
Day 4219,0,0,0,1,0,0,0,0,0
Day 4220,0,0,0,0,1,0,0,0,0
Day 4221,0,0,1,0,5,0,0,0,0
Day 4222,0,0,5,0,0,0,0,0,0
Day 4223,0,0,0,0,0,0,0,0,0
Day 4224,0,0,0,1,0,0,0,0,0
Day 4225,0,0,5,0,1,0,0,0,0
Day 4226,0,0,1,0,0,0,0,0,0
Day 4227,0,0,1,0,0,0,0,0,0
Day 4228,0,0,2,0,0,0,0,0,0
Day 4229,0,0,6,0,0,0,0,0,0
Day 4230,0,0,9,0,0,0,0,0,0
Day 4231,0,0,5,0,0,0,0,0,0
Day 4232,0,0,1,1,0,0,0,0,0
Day 4233,0,0,3,0,1,0,0,0,0
Day 4234,0,0,3,0,0,0,0,0,0
Day 4235,0,0,0,0,0,0,0,0,0
Day 4236,0,0,2,0,0,0,0,0,0
Day 4237,0,0,4,0,0,0,0,0,0
Day 4238,0,0,1,0,0,0,0,0,0
Day 4239,0,0,0,0,0,0,0,0,0
Day 4240,0,0,2,0,0,0,0,0,0
Day 4241,0,0,1,0,0,0,0,0,0
Day 4242,0,0,1,0,0,0,0,0,0
Day 4243,0,0,0,0,0,0,0,0,0
Day 4244,0,0,0,0,0,0,0,0,0
Day 4245,0,0,0,0,0,0,0,0,0
Day 4246,0,0,0,0,0,0,0,0,0
Day 4247,0,0,0,0,1,0,0,0,0
Day 4248,0,0,0,0,1,0,0,0,0
Day 4249,0,0,0,0,2,0,0,0,0
Day 4250,0,0,2,0,0,0,0,0,0
Day 4251,0,0,0,0,0,0,0,0,0
Day 4252,0,0,0,0,0,0,0,0,0
Day 4253,0,0,0,0,0,0,0,0,0
Day 4254,0,0,0,0,0,0,0,0,0
Day 4255,0,2,0,0,0,0,0,0,0
Day 4256,0,0,0,0,0,0,0,0,0
Day 4257,0,0,0,2,0,0,0,0,0
Day 4258,0,0,0,5,0,0,0,0,0
Day 4259,0,0,0,1,0,0,0,0,0
Day 4260,0,0,0,2,0,0,0,0,0
Day 4261,0,0,0,3,0,0,0,0,0
Day 4262,0,0,0,2,0,0,0,0,0
Day 4263,0,0,0,0,0,0,0,0,0
Day 4264,0,0,0,2,0,0,0,0,0
Day 4265,0,0,0,2,0,0,0,0,0
Day 4266,0,0,0,0,0,0,0,0,0
Day 4267,0,0,0,0,0,0,0,0,0
Day 4268,0,0,0,0,0,0,0,0,0
Day 4269,0,0,0,0,0,0,0,0,0
Day 4270,0,0,0,0,0,0,0,0,0
Day 4271,0,0,1,0,0,0,0,0,0
Day 4272,0,0,2,0,0,0,0,0,0
Day 4273,0,0,1,0,1,0,0,0,0
Day 4274,0,0,0,0,0,0,0,0,0
Day 4275,0,0,0,0,0,0,0,0,0
Day 4276,0,0,0,0,0,0,0,0,0
Day 4277,0,0,1,3,0,0,0,0,0
Day 4278,0,0,0,1,0,0,0,0,0
Day 4279,0,0,0,0,0,0,0,0,0
Day 4280,0,0,0,0,0,0,0,0,0
Day 4281,0,0,2,0,0,0,0,0,0
Day 4282,0,0,4,2,0,0,0,0,0
Day 4283,0,0,0,0,1,0,0,0,0
Day 4284,0,0,0,0,0,0,0,0,11.6
Day 4285,0,0,2,0,1,0,0,0,11.8
Day 4286,0,0,3,0,1,0,0,0,11.7
Day 4287,0,0,1,0,0,0,0,0,11.9
Day 4288,0,0,0,0,0,0,0,0,11.9
Day 4289,0,0,2,0,1,0,0,0,11.2
Day 4290,0,0,5,0,0,0,0,0,11.3
Day 4291,0,0,7,0,0,0,0,0,11.4
Day 4292,0,0,2,0,1,0,0,0,10.7
Day 4293,0,0,0,0,1,0,0,0,10.6
Day 4294,0,0,0,0,0,0,0,0,10.4
Day 4295,0,0,0,0,0,0,0,0,11
Day 4296,0,0,0,0,0,0,0,0,10.7
Day 4297,0,0,0,0,0,0,0,0,10.7
Day 4298,0,0,1,0,0,0,0,0,10.4
Day 4299,0,0,3,0,2,0,0,0,11
Day 4300,0,0,0,0,1,0,0,0,10.6
Day 4301,0,0,0,0,2,0,0,0,11.2
Day 4302,0,0,0,0,0,0,0,0,10.8
Day 4303,0,0,0,0,1,0,0,0,11
Day 4304,0,0,0,0,2,0,0,0,11.4
Day 4305,0,0,0,0,0,0,0,0,11.2
Day 4306,0,0,0,0,0,0,0,0,11.2
Day 4307,0,0,0,0,0,0,0,0,11.3
Day 4308,0,1,1,0,0,0,0,0,10.4
Day 4309,0,0,0,0,0,0,0,0,10.5
Day 4310,0,0,0,0,0,0,0,0,10.2
Day 4311,0,0,0,0,0,0,0,0,10.1
Day 4312,0,0,0,0,0,0,0,0,9.6
Day 4313,0,0,0,0,0,0,0,0,9.6
Day 4314,0,0,0,0,1,0,0,0,9.6
Day 4315,0,0,0,0,0,0,0,0,9.9
Day 4316,0,0,0,0,0,0,0,0,9.7
Day 4317,0,0,0,0,2,0,0,0,9.8
Day 4318,0,0,0,0,0,0,0,0,9.4
Day 4319,0,0,0,0,0,0,0,0,9.1
Day 4320,0,0,0,0,0,0,0,0,9.1
Day 4321,0,0,1,0,0,0,0,0,9
Day 4322,0,0,0,0,0,0,0,0,8.7
Day 4323,0,0,0,0,0,0,0,0,9.2
Day 4324,0,0,0,0,0,0,0,0,8.8
Day 4325,0,0,0,0,0,0,0,0,8.6
Day 4326,0,0,0,0,0,0,0,0,8.3
Day 4327,0,0,1,0,0,0,0,0,8.9
Day 4328,0,0,0,0,0,0,0,0,7.9
Day 4329,0,0,1,0,0,0,0,0,9.1
Day 4330,0,0,0,0,0,0,0,0,8.8
Day 4331,0,0,0,0,0,0,0,0,8.9
Day 4332,0,0,1,0,0,0,0,0,8.8
Day 4333,0,0,1,0,0,0,0,0,8.9
Day 4334,0,0,1,0,0,0,0,0,8.8
Day 4335,0,0,0,0,0,0,0,0,8.7
Day 4336,0,0,0,0,0,0,0,0,8.7
Day 4337,0,0,0,0,0,0,0,0,8.4
Day 4338,0,0,0,0,0,0,0,0,8.2
Day 4339,0,0,0,0,0,0,0,0,8.1
Day 4340,0,0,0,0,0,0,0,0,8.1
Day 4341,0,0,0,0,0,0,0,0,8.2
Day 4342,0,0,0,0,0,0,0,0,7.9
Day 4343,0,0,0,0,0,0,0,0,8
Day 4344,0,0,0,0,0,0,0,0,8
Day 4345,0,0,0,0,0,0,0,0,8
Day 4346,0,0,2,0,0,0,0,0,7.7
Day 4347,0,0,0,0,0,0,0,0,7.7
Day 4348,0,0,0,0,1,0,0,0,7.4
Day 4349,0,0,0,0,0,0,0,0,7.9
Day 4350,0,0,0,0,0,0,0,0,7.6
Day 4351,0,0,0,0,0,0,0,0,7.4
Day 4352,0,0,0,0,0,0,0,0,7.3
Day 4353,0,0,0,0,0,0,40,0,7.2
Day 4354,0,0,11,0,0,0,0,0,7.1
Day 4355,0,0,0,0,0,0,0,0,7
Day 4356,0,0,2,0,0,0,0,0,6.8
Day 4357,4,0,0,0,0,0,0,0,6.7
Day 4358,0,0,1,0,0,0,0,0,6.6
Day 4359,0,0,0,0,0,0,0,0,6.5
Day 4360,0,0,3,0,0,0,0,0,6.5
Day 4361,2,0,3,0,0,0,0,0,6.4
Day 4362,0,0,0,0,0,0,0,0,6.4
Day 4363,1,0,0,0,0,0,0,0,6.8
Day 4364,0,0,1,0,0,0,0,0,6.4
