,Gray Whales,Fin Whales,Humpback Whales,Blue Whales,Minke Whales,False Killer Whales,Orca Whales,Sei Whales,Temp
Day 1107,0,0,0,0,0,0,0,0,3.6
Day 1108,0,0,0,0,0,0,0,0,3.6
Day 1109,0,0,0,0,0,0,0,0,3.2
Day 1110,0,0,0,0,0,0,0,0,3.6
Day 1111,1,0,0,0,0,0,0,0,3.5
Day 1112,1,0,0,0,0,0,0,0,3.5
Day 1113,0,0,0,0,0,0,0,0,3.5
Day 1114,0,0,0,0,0,0,0,0,3.6
Day 1115,0,0,0,0,0,0,0,0,3.5
Day 1116,1,0,0,0,0,0,0,0,3.4
Day 1117,1,0,0,0,0,0,0,0,3.5
Day 1118,0,0,0,0,0,0,0,0,4
Day 1119,1,0,0,0,0,0,0,0,3.6
Day 1120,1,0,0,0,0,0,0,0,3.6
Day 1121,1,0,0,0,0,0,0,0,3.9
Day 1122,2,0,0,0,0,0,0,0,3.6
Day 1123,2,0,0,0,0,0,0,0,3.6
Day 1124,2,0,0,0,0,0,0,0,3.6
Day 1125,2,0,0,0,0,0,0,0,3.5
Day 1126,1,0,0,0,0,0,0,0,3.5
Day 1127,1,0,0,0,0,0,0,0,3.2
Day 1128,8,0,0,0,0,0,0,0,3.1
Day 1129,4,1,0,0,0,0,0,0,3.1
Day 1130,2,0,0,0,0,0,0,0,3.2
Day 1131,1,0,0,0,0,0,0,0,3.1
Day 1132,2,0,0,0,0,0,0,0,3.1
Day 1133,5,0,0,0,0,0,0,0,3.2
Day 1134,1,0,0,0,0,0,0,0,3.2
Day 1135,2,0,0,0,0,0,0,0,3.1
Day 1136,1,0,0,0,0,0,0,0,3.5
Day 1137,4,0,0,0,0,0,0,0,3.2
Day 1138,0,0,0,0,0,0,0,0,3.1
Day 1139,4,0,0,0,0,0,0,0,3.2
Day 1140,0,0,0,0,0,0,0,0,3.1
Day 1141,0,0,0,0,0,0,0,0,3.1
Day 1142,2,0,0,0,0,0,0,0,2.8
Day 1143,4,0,0,0,0,0,0,0,3.2
Day 1144,5,3,0,0,0,0,0,0,3.2
Day 1145,1,0,0,0,0,0,0,0,3.5
Day 1146,1,0,0,0,0,0,0,0,3.2
Day 1147,3,0,0,0,0,0,0,0,3.2
Day 1148,3,0,0,0,0,0,0,0,3.2
Day 1149,3,0,0,0,0,0,0,0,2.9
Day 1150,6,0,0,0,0,0,0,0,3
Day 1151,3,0,0,0,0,0,0,0,3.1
Day 1152,0,0,0,0,0,0,0,0,2.8
Day 1153,0,0,0,0,0,0,0,0,2.8
Day 1154,1,0,0,0,0,0,0,0,3.2
Day 1155,0,0,0,0,0,0,0,0,2.9
Day 1156,0,0,0,0,0,0,0,0,2.8
Day 1157,3,0,0,0,0,0,0,0,3.1
Day 1158,1,0,0,0,0,0,0,0,3.2
Day 1159,2,0,0,0,0,0,0,0,2.9
Day 1160,0,0,0,0,0,0,0,0,2.9
Day 1161,0,0,0,0,0,0,0,0,2.9
Day 1162,0,0,0,0,0,0,0,0,2.8
Day 1163,0,0,0,0,0,0,0,0,2.8
Day 1164,1,0,0,0,0,0,0,0,2.8
Day 1165,6,0,0,0,0,0,0,0,2.8
Day 1166,0,0,0,0,0,0,0,0,2.7
Day 1167,0,2,0,0,0,0,0,0,2.8
Day 1168,0,0,0,0,0,0,0,0,2.5
Day 1169,5,0,0,0,0,0,0,0,2.9
Day 1170,2,0,0,0,0,0,0,0,2.8
Day 1171,0,0,0,0,0,0,0,0,2.8
Day 1172,2,0,0,0,0,0,0,0,2.8
Day 1173,1,0,0,0,0,0,0,0,3.1
Day 1174,8,0,0,0,0,0,0,0,2.9
Day 1175,8,0,0,0,0,0,0,0,3.2
Day 1176,0,0,0,0,0,0,0,0,3.1
Day 1177,7,0,0,0,0,0,0,0,2.8
Day 1178,12,0,0,0,0,0,0,0,2.7
Day 1179,0,0,0,0,0,0,0,0,2.8
Day 1180,4,0,0,0,0,0,0,0,2.8
Day 1181,12,0,0,0,0,0,0,0,2.5
Day 1182,5,0,0,0,0,0,0,0,2.5
Day 1183,8,0,0,0,0,0,0,0,2.4
Day 1184,14,0,0,0,0,0,0,0,2.5
Day 1185,6,0,0,0,0,0,0,0,2.8
Day 1186,7,0,0,0,0,0,0,0,2.9
Day 1187,20,0,0,0,0,0,0,0,2.8
Day 1188,2,0,0,0,1,0,0,0,2.9
Day 1189,0,0,0,0,2,0,0,0,2.9
Day 1190,2,0,0,0,0,0,0,0,3.2
Day 1191,3,0,0,0,0,0,0,0,3.1
Day 1192,4,0,0,0,0,0,0,0,3.2
Day 1193,1,0,0,0,0,0,0,0,3.2
Day 1194,0,0,0,0,0,0,0,0,3.2
Day 1195,0,0,0,0,0,0,0,0,3.2
Day 1196,0,0,0,0,0,0,0,0,3.2
Day 1197,0,0,0,0,0,0,0,0,3.2
Day 1198,1,0,0,0,0,0,0,0,3.2
Day 1199,1,0,0,0,0,0,0,0,3.5
Day 1200,0,0,0,0,1,0,0,0,3.5
Day 1201,0,0,0,0,0,0,0,0,3.5
Day 1202,0,0,0,0,0,0,0,0,3.6
Day 1203,11,0,0,0,0,0,0,0,3.5
Day 1204,0,0,0,0,0,0,0,0,3.5
Day 1205,4,0,0,0,0,0,0,0,3.2
Day 1206,0,0,0,0,0,0,0,0,3.2
Day 1207,2,6,0,0,0,0,0,0,3.2
Day 1208,1,0,0,0,0,0,0,0,3.6
Day 1209,0,0,0,0,0,0,0,0,3.7
Day 1210,0,0,0,0,0,0,0,0,3.9
Day 1211,0,0,0,0,0,0,0,0,3.9
Day 1212,0,0,0,0,0,0,0,0,3.9
Day 1213,0,0,0,0,0,0,0,0,3.6
Day 1214,0,0,0,0,0,0,0,0,3.6
Day 1215,0,0,0,0,0,0,0,0,3.5
Day 1216,0,0,0,0,0,0,0,0,3.5
Day 1217,0,0,0,0,0,0,0,0,3.5
Day 1218,0,0,0,0,0,0,0,0,3.5
Day 1219,0,0,0,0,0,0,0,0,3.3
Day 1220,2,0,0,0,0,0,0,0,3.2
Day 1221,0,0,0,0,0,0,0,0,3.6
Day 1222,0,0,0,0,0,0,0,0,4
Day 1223,0,0,2,0,0,0,0,0,4
Day 1224,0,0,0,0,0,0,0,0,3.6
Day 1225,0,0,0,0,0,0,0,0,3.9
Day 1226,0,0,0,0,0,0,0,0,3.9
Day 1227,0,0,0,0,0,0,0,0,4.3
Day 1228,2,0,0,0,0,0,0,0,4
Day 1229,0,0,0,0,0,0,0,0,4.3
Day 1230,0,0,0,0,0,0,0,0,4.7
Day 1231,0,0,0,0,0,0,0,0,4.3
Day 1232,0,0,0,0,0,0,0,0,4.8
Day 1233,0,1,0,0,0,0,0,0,5.1
Day 1234,2,0,0,0,0,0,0,0,4.4
Day 1235,0,0,0,1,0,0,0,0,4.3
Day 1236,0,0,0,2,0,0,0,0,5.2
Day 1237,0,0,0,0,0,0,0,0,4.4
Day 1238,0,0,0,0,0,0,0,0,4.8
Day 1239,0,0,0,0,0,0,0,0,4.7
Day 1240,0,0,0,0,0,0,0,0,4.7
Day 1241,0,0,0,1,0,0,0,0,4
Day 1242,0,0,0,0,0,0,0,0,3.9
Day 1243,0,0,0,0,0,0,0,0,4.8
Day 1244,0,1,0,0,0,0,0,0,4.8
Day 1245,0,0,0,0,0,0,0,0,5.5
Day 1246,0,0,0,0,0,0,0,0,5.2
Day 1247,0,0,0,0,0,0,0,0,5.2
Day 1248,0,0,0,0,0,0,0,0,5.5
Day 1249,0,0,0,0,0,0,0,0,4.4
Day 1250,0,0,0,0,0,0,0,0,5.2
Day 1251,0,0,0,0,0,0,0,0,5.2
Day 1252,0,0,0,0,0,0,0,0,5.5
Day 1253,0,0,0,0,0,0,0,0,5.6
Day 1254,0,0,0,0,0,0,0,0,5.5
Day 1255,0,0,0,0,0,0,0,0,5.5
Day 1256,0,0,0,0,0,0,0,0,6
Day 1257,0,0,0,0,0,0,0,0,6.3
Day 1258,0,0,0,0,0,0,0,0,6.3
Day 1259,0,0,0,0,0,0,5,0,6.6
Day 1260,0,0,0,0,0,0,0,0,6.3
Day 1261,0,0,0,0,0,0,0,0,6.3
Day 1262,0,0,0,2,0,0,0,0,6.6
Day 1263,0,0,0,0,0,0,0,0,6.7
Day 1264,0,0,0,0,0,0,0,0,6.7
Day 1265,0,0,0,0,0,0,0,0,7.2
Day 1266,0,0,0,0,0,0,0,0,7.4
Day 1267,0,0,0,0,0,0,0,0,7.1
Day 1268,0,0,0,0,0,0,0,0,7.5
Day 1269,0,0,0,0,0,0,0,0,7.4
Day 1270,0,0,0,0,0,0,0,0,7.4
Day 1271,0,0,0,0,0,0,0,0,7.5
Day 1272,0,0,0,0,0,0,0,0,7.5
Day 1273,0,0,0,0,0,0,0,0,7.5
Day 1274,0,0,0,0,0,0,0,0,7.5
Day 1275,0,0,0,2,0,0,0,0,8.7
Day 1276,0,0,0,2,0,0,0,0,8.3
Day 1277,0,0,0,2,0,0,0,0,8.2
Day 1278,0,0,0,1,0,0,0,0,8.6
Day 1279,0,1,0,2,0,0,0,0,7.8
Day 1280,0,0,0,2,0,0,0,0,7.1
Day 1281,0,0,0,2,1,0,0,0,7.5
Day 1282,0,0,0,2,0,0,0,0,7.9
Day 1283,0,0,0,1,1,0,0,0,7.8
Day 1284,0,0,0,2,0,0,0,0,8.6
Day 1285,0,0,0,2,0,0,0,0,9.8
Day 1286,0,0,0,4,0,0,0,0,9.5
Day 1287,0,0,0,0,0,0,0,0,8.3
Day 1288,0,0,0,2,0,0,0,0,8.7
Day 1289,0,0,0,4,0,0,0,0,8.7
Day 1290,0,0,0,4,0,0,0,0,9
Day 1291,0,0,0,0,0,0,0,0,9
Day 1292,0,0,0,0,0,0,0,0,9.1
Day 1293,0,0,0,2,0,0,0,0,9.5
Day 1294,0,0,0,0,0,0,0,0,9
Day 1295,0,0,0,0,0,0,0,0,9
Day 1296,0,0,0,3,0,0,0,0,9.1
Day 1297,0,1,0,5,0,0,0,0,9.4
Day 1298,0,0,0,2,0,0,0,0,9
Day 1299,0,0,0,6,0,0,0,0,9.1
Day 1300,0,0,0,2,0,0,0,0,9
Day 1301,0,0,0,2,0,0,0,0,9.5
Day 1302,0,0,0,1,0,0,0,0,9.7
Day 1303,0,0,0,2,0,0,0,0,9.8
Day 1304,0,0,0,3,0,0,0,0,9.5
Day 1305,0,0,0,5,0,0,0,0,9.8
Day 1306,0,0,0,2,0,0,0,0,9.8
Day 1307,0,0,0,6,0,0,0,0,10.6
Day 1308,0,0,0,2,0,0,0,0,10.6
Day 1309,0,0,0,1,0,0,0,0,10.6
Day 1310,0,0,0,2,2,0,0,0,10.9
Day 1311,0,0,0,0,0,0,0,0,10.5
Day 1312,0,0,0,0,0,0,0,0,10.6
Day 1313,0,0,0,0,0,0,0,0,10.6
Day 1314,0,0,3,3,0,0,0,0,11
Day 1315,0,0,0,9,0,0,0,0,11
Day 1316,0,0,0,2,0,0,0,0,11.7
Day 1317,0,0,0,4,0,0,0,0,11.8
Day 1318,0,1,0,3,1,0,0,0,11.7
Day 1319,0,0,0,2,0,0,0,0,12.1
Day 1320,0,0,0,0,0,0,0,0,11.8
Day 1321,0,0,0,1,0,0,0,0,11.1
Day 1322,0,0,0,2,0,0,0,0,11.3
Day 1323,0,0,0,0,0,0,0,0,11.3
Day 1324,0,0,0,0,0,0,0,0,11.1
Day 1325,0,0,0,1,0,0,0,0,11
Day 1326,0,0,0,4,0,0,0,0,11
Day 1327,0,0,0,1,0,0,0,0,11
Day 1328,0,0,0,2,0,0,0,0,11.3
Day 1329,0,0,0,0,0,0,0,0,12
Day 1330,0,0,0,6,0,0,0,0,12.1
Day 1331,0,1,0,3,0,0,0,0,11.7
Day 1332,0,1,0,2,0,0,0,0,11.7
Day 1333,0,0,0,0,0,0,0,0,11.8
Day 1334,0,0,0,0,0,0,0,0,11.3
Day 1335,0,0,0,0,0,0,0,0,11
Day 1336,0,0,0,0,0,0,0,0,11
Day 1337,0,1,0,1,0,0,0,0,11
Day 1338,0,0,0,2,0,0,0,0,11
Day 1339,0,1,0,4,1,0,0,0,11
Day 1340,0,0,0,2,0,0,0,0,10.6
Day 1341,0,0,0,3,0,0,0,0,11
Day 1342,0,0,0,0,0,0,0,0,11
Day 1343,0,0,0,0,0,0,0,0,11
Day 1344,0,0,0,0,0,0,0,0,10.6
Day 1345,0,0,0,0,0,0,0,0,11
Day 1346,0,0,0,0,0,0,0,0,10.6
Day 1347,0,0,0,3,0,0,0,0,10.5
Day 1348,0,0,0,2,0,0,0,0,9.7
Day 1349,0,0,0,0,0,0,0,0,9.7
Day 1350,0,0,0,0,0,0,0,0,9.8
Day 1351,0,0,0,0,0,0,0,0,9.8
Day 1352,0,0,0,0,0,0,0,0,9.4
Day 1353,0,0,0,0,0,0,0,0,10.2
Day 1354,0,0,0,2,0,0,0,0,10.3
Day 1355,0,0,0,4,0,0,0,0,9.8
Day 1356,0,0,0,0,0,0,0,0,10.2
Day 1357,0,0,0,1,1,0,0,0,9.8
Day 1358,0,0,0,0,0,0,0,0,9.8
Day 1359,0,0,0,1,0,0,0,0,9.5
Day 1360,0,1,0,1,1,0,0,0,9.5
Day 1361,0,0,0,2,0,0,0,0,9.5
Day 1362,0,0,0,6,0,0,0,0,9.8
Day 1363,0,0,0,0,0,0,0,0,9.8
Day 1364,0,0,0,0,0,0,0,0,9.7
Day 1365,0,0,0,0,0,0,0,0,9.7
Day 1366,0,0,0,0,0,0,0,0,9.5
Day 1367,0,0,0,0,0,0,0,0,9.4
Day 1368,0,0,0,0,0,0,0,0,9.8
Day 1369,0,0,0,1,0,0,0,0,9.8
Day 1370,0,0,0,0,0,0,0,0,9.7
Day 1371,0,0,0,1,0,0,0,0,9.7
Day 1372,0,0,0,0,0,0,0,0,9.8
Day 1373,0,0,0,0,0,0,0,0,9.5
Day 1374,0,0,0,0,0,0,0,0,9.4
Day 1375,0,0,0,0,0,0,0,0,8.7
Day 1376,0,0,0,1,0,0,0,0,9
Day 1377,0,0,0,0,0,0,0,0,8.7
Day 1378,0,0,0,0,0,0,0,0,8.7
Day 1379,0,0,0,0,0,0,0,0,8.3
Day 1380,0,0,0,0,0,0,0,0,8.2
Day 1381,0,0,0,0,0,0,0,0,7.9
Day 1382,0,0,0,0,0,0,0,0,7.9
Day 1383,0,0,0,0,0,0,0,0,7.9
Day 1384,0,0,0,0,0,0,0,0,8.2
Day 1385,0,0,0,0,1,0,0,0,8.2
Day 1386,0,1,0,0,0,0,0,0,7.8
Day 1387,0,0,0,0,0,0,0,0,7.8
Day 1388,0,0,0,0,0,0,0,0,7.8
Day 1389,0,0,0,0,0,0,0,0,7.4
Day 1390,0,0,0,0,0,0,0,0,7.4
Day 1391,0,0,0,0,0,0,0,0,7.4
Day 1392,0,0,0,0,0,0,0,0,7.4
Day 1393,0,0,0,0,0,0,0,0,7.4
Day 1394,0,0,0,0,0,0,0,0,7.2
Day 1395,0,0,0,0,0,0,0,0,7.1
Day 1396,0,0,0,0,0,0,0,0,6.7
Day 1397,0,0,0,0,0,0,0,0,6.7
Day 1398,0,0,0,0,0,0,0,0,6.6
Day 1399,0,0,0,0,0,0,0,0,6.7
Day 1400,0,0,0,0,0,0,0,0,6.6
Day 1401,0,0,0,0,0,0,0,0,6.6
Day 1402,0,0,0,0,0,0,0,0,6.4
Day 1403,0,0,0,0,0,0,0,0,6.4
Day 1404,0,0,0,0,0,0,0,0,6.6
Day 1405,0,0,0,0,0,0,0,0,6.3
Day 1406,0,0,0,0,0,0,0,0,6.3
Day 1407,0,0,0,0,0,0,0,0,6
Day 1408,0,0,0,0,0,0,0,0,6.3
Day 1409,0,0,0,0,0,0,0,0,6.3
Day 1410,0,0,0,0,0,0,0,0,6.6
Day 1411,0,0,0,0,0,0,0,0,6.3
Day 1412,0,0,0,0,0,0,0,0,6.3
Day 1413,0,0,0,0,1,0,0,0,5.9
Day 1414,0,0,0,0,4,0,0,0,5.8
Day 1415,0,0,0,2,2,0,0,0,5.5
Day 1416,0,1,0,0,0,0,0,0,5.9
Day 1417,0,0,0,0,0,0,0,0,6.3
Day 1418,0,0,0,0,1,0,0,0,5.8
Day 1419,0,0,0,0,2,0,0,0,5.9
Day 1420,0,0,0,0,1,0,0,0,5.9
Day 1421,0,1,0,0,0,0,0,0,5.9
Day 1422,0,2,0,0,0,0,0,0,5.6
Day 1423,0,0,0,0,0,0,0,0,5.5
Day 1424,0,1,0,0,0,0,0,0,5.5
Day 1425,0,1,0,1,0,0,0,0,5.6
Day 1426,0,1,0,0,0,0,0,0,5.2
Day 1427,0,1,0,0,0,0,0,0,5.5
Day 1428,0,1,0,0,0,0,0,0,5.5
Day 1429,0,1,0,0,0,0,0,0,5.6
Day 1430,1,0,0,0,0,0,0,0,5.2
Day 1431,0,0,0,0,0,0,0,0,5.2
Day 1432,0,0,0,0,0,0,0,0,5.2
Day 1433,0,0,0,0,0,0,0,0,5.2
Day 1434,0,0,0,1,0,0,0,0,5.2
Day 1435,0,0,0,0,0,0,0,0,5.2
Day 1436,0,0,0,0,0,0,0,0,5.2
Day 1437,0,0,0,0,0,0,0,0,5.2
Day 1438,0,0,0,0,0,0,0,0,5.2
Day 1439,0,0,0,0,0,0,0,0,5.1
Day 1440,0,0,0,0,0,0,0,0,5.2
Day 1441,0,0,0,0,0,0,0,0,5.1
Day 1442,0,0,0,0,0,0,0,0,4.8
Day 1443,0,0,0,0,0,0,0,0,4.8
Day 1444,0,0,0,0,0,0,0,0,4.7
Day 1445,0,0,0,0,0,0,0,0,4.7
Day 1446,0,0,0,0,0,0,0,0,4.8
Day 1447,0,0,0,0,0,0,0,0,4.8
Day 1448,0,0,0,0,0,0,0,0,4.8
Day 1449,1,0,0,0,0,0,0,0,4.8
Day 1450,0,0,0,0,0,0,0,0,5.1
Day 1451,0,0,0,0,0,0,0,0,4.8
Day 1452,0,0,0,0,0,0,0,0,4.7
Day 1453,0,0,0,0,0,0,0,0,4.8
Day 1454,0,0,0,0,0,0,0,0,4.8
Day 1455,0,0,0,0,0,0,0,0,4.8
Day 1456,0,0,0,0,0,0,0,0,4.8
Day 1457,0,0,0,0,0,0,0,0,4.7
Day 1458,1,0,0,0,0,0,0,0,4.8
Day 1459,0,0,0,0,0,0,0,0,4.7
Day 1460,0,0,0,0,0,0,0,0,4.4
Day 1461,0,0,0,0,0,0,0,0,4.4
Day 1462,0,0,0,0,0,0,0,0,4.1
Day 1463,0,0,0,0,0,0,0,0,4
Day 1464,0,0,0,0,0,0,0,0,3.9
Day 1465,0,0,0,0,0,0,0,0,4
Day 1466,0,0,0,0,0,0,0,0,3.9
Day 1467,1,0,0,0,0,0,0,0,4
Day 1468,3,0,0,0,0,0,0,0,3.6
Day 1469,0,0,0,0,0,0,0,0,3.6
Day 1470,0,0,0,0,0,0,0,0,3.6
Day 1471,1,0,0,0,0,0,0,0,3.6
Day 1472,0,0,0,0,0,0,0,0,3.5
Day 1473,3,0,0,0,0,0,0,0,3.3
Day 1474,3,0,0,0,0,0,0,0,3.6
Day 1475,1,0,0,0,0,0,0,0,3.6
Day 1476,2,0,0,0,0,0,0,0,3.6
Day 1477,0,3,0,0,0,0,0,0,3.6
Day 1478,1,0,0,0,0,0,0,0,3.7
Day 1479,6,0,0,0,0,0,0,0,3.5
Day 1480,2,0,0,0,0,0,0,0,3.9
Day 1481,6,0,0,0,0,0,0,0,3.9
Day 1482,3,0,0,0,0,0,0,0,3.9
Day 1483,7,0,0,0,0,0,0,0,4
Day 1484,0,1,0,0,0,0,0,0,3.6
Day 1485,1,1,0,0,0,0,0,0,3.5
Day 1486,2,2,0,0,0,0,0,0,3.9
Day 1487,1,0,0,0,0,0,0,0,3.9
Day 1488,6,0,0,0,0,0,0,0,3.9
Day 1489,4,0,0,0,0,0,0,0,3.9
Day 1490,3,0,0,0,0,0,0,0,3.9
Day 1491,0,0,0,0,0,0,0,0,3.9
Day 1492,0,0,0,0,0,0,0,0,3.3
Day 1493,3,0,2,0,2,0,0,0,3.2
Day 1494,0,0,0,0,0,0,0,0,3.2
Day 1495,1,0,0,0,0,0,0,0,3.1
Day 1496,2,0,0,0,0,0,0,0,3.1
Day 1497,0,5,0,0,0,0,0,0,3.2
Day 1498,1,0,0,0,0,0,0,0,3.2
Day 1499,1,0,0,0,0,0,0,0,3.1
Day 1500,1,0,0,0,0,0,0,0,3.1
Day 1501,2,0,0,0,0,0,0,0,3.1
Day 1502,3,1,0,0,0,0,0,0,2.8
Day 1503,4,2,0,0,0,0,0,0,2.8
Day 1504,2,0,0,0,0,0,0,0,2.9
Day 1505,0,0,0,0,0,0,0,0,2.9
Day 1506,0,0,0,0,0,0,0,0,3.1
Day 1507,1,0,0,0,0,0,0,0,2.9
Day 1508,2,0,0,0,0,0,0,0,3.2
Day 1509,2,0,0,0,0,0,0,0,3.2
Day 1510,2,0,0,0,0,0,0,0,2.9
Day 1511,0,0,0,0,0,0,0,0,3.2
Day 1512,0,0,0,0,0,0,0,0,3.3
Day 1513,1,0,0,0,0,0,0,0,3.4
Day 1514,2,0,0,0,0,0,0,0,3.2
Day 1515,0,0,0,0,0,0,0,0,3.6
Day 1516,1,0,0,0,0,0,0,0,3.5
Day 1517,3,0,0,0,0,0,0,0,3.2
Day 1518,1,0,0,0,0,0,0,0,3.5
Day 1519,1,0,0,0,0,0,0,0,3.2
Day 1520,0,0,0,0,0,0,0,0,3.2
Day 1521,1,0,0,0,0,0,0,0,3.2
Day 1522,2,0,0,0,0,0,0,0,3.1
Day 1523,2,0,0,0,0,0,0,0,3.1
Day 1524,4,0,0,0,0,0,0,0,3.1
Day 1525,4,0,0,0,0,0,0,0,2.8
Day 1526,2,0,0,0,1,0,0,0,2.9
Day 1527,3,0,0,0,0,0,0,0,2.8
Day 1528,8,0,0,0,0,0,0,0,3.1
Day 1529,3,0,0,0,0,0,0,0,3.4
Day 1530,1,0,0,0,0,0,0,0,3.1
Day 1531,6,0,0,0,0,0,0,0,3.1
Day 1532,4,0,0,0,0,0,0,0,3.1
Day 1533,3,0,0,0,0,0,0,0,3.2
Day 1534,2,0,0,0,0,0,0,0,3.2
Day 1535,14,0,0,0,0,0,0,0,3.2
Day 1536,11,0,0,0,0,0,0,0,3.2
Day 1537,2,0,0,0,0,0,0,0,2.9
Day 1538,8,0,0,0,0,0,0,0,2.8
Day 1539,2,0,0,0,0,0,0,0,2.5
Day 1540,2,0,0,0,0,0,0,0,2.5
Day 1541,1,0,1,0,0,0,0,0,2.5
Day 1542,0,0,0,0,1,0,0,0,2.5
Day 1543,0,0,0,0,0,0,0,0,2.5
Day 1544,1,0,0,0,0,0,0,0,2.8
Day 1545,2,0,0,0,0,0,0,0,2.7
Day 1546,1,0,0,0,1,0,0,0,2.5
Day 1547,0,0,0,0,0,0,0,0,2.5
Day 1548,2,0,0,0,0,0,0,0,2.4
Day 1549,4,0,0,0,0,0,0,0,2.5
Day 1550,4,0,0,0,0,0,0,0,2.5
Day 1551,0,0,0,0,0,0,0,0,2.5
Day 1552,2,0,0,0,0,0,0,0,2.7
Day 1553,0,0,0,0,0,0,0,0,2.4
Day 1554,1,0,0,0,0,0,0,0,2.5
Day 1555,2,0,0,0,0,0,0,0,2.5
Day 1556,2,0,0,0,0,0,0,0,2.8
Day 1557,1,0,0,0,2,0,0,0,2.7
Day 1558,3,0,0,0,0,0,0,0,2.4
Day 1559,3,0,0,0,0,0,0,0,3.1
Day 1560,1,0,0,0,0,0,0,0,3.1
Day 1561,1,0,0,0,0,0,0,0,3.1
Day 1562,0,0,0,0,0,0,0,0,3.2
Day 1563,2,0,0,0,0,0,0,0,2.9
Day 1564,1,0,0,0,0,0,0,0,2.8
Day 1565,0,0,1,0,0,0,0,0,2.4
Day 1566,0,0,0,0,0,0,0,0,2.9
Day 1567,0,0,1,0,0,0,0,0,2.8
Day 1568,0,0,2,0,0,0,0,0,3.2
Day 1569,1,0,0,0,1,0,0,0,2.5
Day 1570,0,0,0,0,1,0,0,0,2.8
Day 1571,0,0,0,0,1,0,0,0,3.2
Day 1572,0,1,0,0,0,0,0,0,3.1
Day 1573,0,0,0,0,1,0,0,0,3.5
Day 1574,0,0,0,0,0,0,0,0,3.5
Day 1575,0,0,0,0,0,0,0,0,3.5
Day 1576,0,0,0,0,1,0,0,0,3.2
Day 1577,0,0,0,0,0,0,0,0,3.3
Day 1578,0,0,0,0,0,0,0,0,3.2
Day 1579,0,0,0,0,0,0,0,0,3.2
Day 1580,0,0,0,0,1,0,0,0,3.6
Day 1581,0,0,0,0,0,0,0,0,3.6
Day 1582,4,0,0,0,0,0,0,0,3.3
Day 1583,2,0,0,0,0,0,0,0,3.5
Day 1584,0,0,1,0,0,0,0,0,3.5
Day 1585,0,0,0,0,0,0,0,0,3.5
Day 1586,0,0,0,0,0,0,0,0,3.6
Day 1587,0,0,0,0,0,0,0,0,3.9
Day 1588,0,0,0,0,0,0,0,0,3.5
Day 1589,0,0,0,0,0,0,0,0,3.2
Day 1590,0,0,0,0,0,0,0,0,4.3
Day 1591,0,1,0,0,0,0,0,0,3.5
Day 1592,0,2,0,0,0,0,0,0,3.2
Day 1593,0,0,1,0,0,0,0,0,3.5
Day 1594,0,0,1,0,0,0,0,0,4.7
Day 1595,0,6,0,0,1,0,0,0,5.1
Day 1596,0,0,0,0,0,0,0,0,5.1
Day 1597,0,0,0,1,0,0,0,0,5.2
Day 1598,0,0,0,2,0,0,0,0,5.1
Day 1599,0,0,0,0,0,0,0,0,6.6
Day 1600,0,0,0,0,0,0,0,0,5.9
Day 1601,0,0,0,0,0,0,0,0,5.5
Day 1602,0,0,0,0,0,0,0,0,5.2
Day 1603,0,0,0,0,0,0,0,0,4.8
Day 1604,0,0,0,0,0,0,0,0,5.1
Day 1605,0,0,0,0,0,0,0,0,5.2
Day 1606,0,0,0,0,0,0,0,0,5.6
Day 1607,0,0,0,0,0,0,0,0,6.4
Day 1608,0,0,0,0,0,0,0,0,6.6
Day 1609,0,0,0,0,0,0,0,0,7.1
Day 1610,0,0,0,0,0,0,0,0,7.2
Day 1611,0,0,0,1,0,0,0,0,7.5
Day 1612,0,0,0,0,0,0,0,0,7.1
Day 1613,0,0,0,0,0,0,0,0,6.7
Day 1614,0,0,0,0,0,0,0,0,6.4
Day 1615,0,0,0,0,0,0,0,0,6.3
Day 1616,0,0,0,0,0,0,0,0,6.3
Day 1617,0,0,0,0,0,0,0,0,5.9
Day 1618,0,0,0,0,0,0,0,0,6.3
Day 1619,0,0,0,0,0,0,0,0,6.3
Day 1620,0,0,0,4,0,0,0,0,6.3
Day 1621,0,0,0,0,0,0,0,0,5.9
Day 1622,0,0,0,0,0,0,0,0,5.6
Day 1623,0,0,0,0,0,0,0,0,5.6
Day 1624,0,0,0,0,0,0,0,0,6.3
Day 1625,0,0,0,0,0,0,0,0,6.1
Day 1626,0,0,0,0,0,0,0,0,6.4
Day 1627,0,0,0,1,0,0,0,0,6.4
Day 1628,0,0,0,2,0,0,0,0,7.1
Day 1629,0,1,0,0,0,0,0,0,6.7
Day 1630,0,0,0,0,0,0,0,0,6.3
Day 1631,0,0,0,0,0,0,0,0,6.3
Day 1632,0,0,0,2,0,0,0,0,6.6
Day 1633,0,0,0,1,0,0,0,0,7.1
Day 1634,0,0,0,0,1,0,0,0,7.1
Day 1635,0,0,0,2,0,0,0,0,7.5
Day 1636,0,0,0,6,0,0,0,0,7.9
Day 1637,0,9,0,0,0,0,0,0,8.2
Day 1638,0,2,0,0,0,0,0,0,8.6
Day 1639,0,1,0,0,0,0,0,0,8.7
Day 1640,0,6,0,0,0,0,0,0,9.5
Day 1641,0,0,0,0,0,0,0,0,9.5
Day 1642,0,0,0,0,0,0,0,0,9.8
Day 1643,0,3,0,0,0,0,0,0,10.2
Day 1644,0,0,0,0,0,0,0,0,9.8
